Student_ID,First_Name,Last_Name,Department,Gender,Age,Attendance (%),Attendence Category,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Study_Hours_Category,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S4951,John,Brown,CS,Male,21,78.42,Medium,69.4,43.5,91.36,51.74,60.4,88.32,67.45,D,6.4,Low,No,Yes,PhD,High,9,6.4
S4952,Sara,Jones,Business,Female,23,84.12,Medium,61.31,50.05,57.42,98.05,20.6,87.79,62.54,D,13.3,Medium,No,Yes,None,Low,2,7.3
S4953,John,Davis,CS,Female,24,54.27,Low,56.76,64.86,71.73,78.13,44.9,64.47,63.48,D,5.2,Low,No,No,High School,Medium,6,8.6
S4954,Emma,Smith,CS,Male,19,81.33,Medium,80.49,62.35,96.64,78.17,51.2,59.42,71.38,C,23.9,High,No,Yes,High School,High,1,7.1
S4955,Sara,Brown,Mathematics,Female,21,64.04,Low,86.71,65.08,75.21,97.18,41.3,90.7,76.03,C,22,High,No,Yes,High School,Low,4,8.2
S4956,John,Williams,Engineering,Male,24,75.35,Medium,92.44,52.39,86.26,96.47,19.8,66.48,68.97,C,19.1,Medium,No,Yes,Bachelor's,High,9,7.5
S4957,Ahmed,Brown,Business,Male,24,88.67,High,49.32,48.97,91.34,61.01,46.2,92.37,64.87,D,22.3,High,No,Yes,High School,Medium,1,4.5
S4958,Ahmed,Johnson,CS,Female,19,85.28,High,89.37,70.55,60.19,96.55,69.3,52.18,73.02,D,18.4,Medium,Yes,Yes,PhD,High,3,8.5
S4959,Liam,Jones,Business,Female,18,55.95,Low,55.29,95.68,60.91,86.83,96.5,74.96,78.36,C,11,Medium,Yes,Yes,High School,High,7,5
S4960,Ahmed,Jones,Engineering,Male,23,79.56,Medium,65.64,63.52,87.93,50.95,79,58.98,67.67,D,23.9,High,No,No,PhD,Low,8,5.8
S4961,Maria,Jones,Business,Male,23,98.46,High,94.09,42.6,87.67,61.99,16.1,83.6,64.34,D,24.6,High,Yes,No,PhD,Low,7,8.2
S4962,Ali,Jones,Business,Female,23,57.84,Low,67.27,82.37,53.01,70.65,27.3,99.86,66.74,C,26.4,High,No,Yes,Bachelor's,High,7,8.9
S4963,Ahmed,Jones,Business,Female,21,92.65,High,51.82,57.47,66.12,79.14,7.9,70.63,55.51,D,28.9,High,No,Yes,High School,High,6,5.6
S4964,Sara,Jones,Mathematics,Male,19,85.13,High,49.59,54.71,69.93,85.07,13.6,55.02,54.65,F,23.7,High,Yes,Yes,Master's,High,7,5.9
S4965,Liam,Smith,Engineering,Male,23,88.7,High,68.38,59.46,91.45,60.51,25.1,65.88,61.8,D,6.4,Low,Yes,Yes,High School,Medium,7,6.4
S4966,Ahmed,Williams,Engineering,Male,24,64.1,Low,85.76,83.43,71.09,91.84,20,94.58,74.45,B,5.5,Low,Yes,No,Master's,Medium,9,6.5
S4967,Maria,Jones,Business,Female,24,64.39,Low,99.83,89.13,96.3,92.29,21.4,88.29,81.21,B,23.5,High,Yes,No,Bachelor's,Medium,9,7.8
S4968,Emma,Williams,Business,Male,22,95.3,High,87.24,75.28,99.83,81.75,23.1,61.61,71.47,C,6.4,Low,No,Yes,None,Low,10,8.1
S4969,Sara,Davis,Engineering,Female,22,67.99,Low,92.62,59.35,89.04,96.05,30.1,97.68,77.47,B,12.9,Medium,Yes,Yes,Bachelor's,Low,10,9
S4970,Maria,Jones,CS,Male,19,53.15,Low,84.87,58.63,83.32,90.65,12.6,81.11,68.53,C,8.4,Low,Yes,No,Bachelor's,Low,10,8
S4971,Emma,Brown,Mathematics,Female,21,80.03,Medium,93.73,47.46,69.59,61.08,27.8,58.4,59.68,D,29.2,High,Yes,No,Master's,Low,8,5.5
S4972,Omar,Jones,Engineering,Female,21,56.24,Low,44.58,96,53.35,89.93,68.8,78.62,71.88,C,12.9,Medium,No,Yes,Bachelor's,High,9,5.8
S4973,Omar,Johnson,Business,Female,18,89.83,High,95.8,78.29,78.66,97.66,23.6,72.56,74.43,C,6.4,Low,Yes,No,PhD,Low,6,7.1
S4974,Sara,Smith,CS,Female,18,82.09,Medium,63.78,41.62,68.09,56.88,17.2,90.98,56.43,D,28.7,High,Yes,Yes,Bachelor's,Low,4,7.4
S4975,John,Brown,CS,Male,23,93.74,High,95.3,79.74,67.54,98.93,6.8,67.21,69.25,C,20.2,Medium,No,Yes,Bachelor's,High,9,4.4
S4976,Ali,Brown,CS,Female,20,89.24,High,44.54,66.83,84.39,51.25,50,93.75,65.13,C,5.9,Low,No,Yes,Master's,High,2,5.7
S4977,Liam,Johnson,Mathematics,Female,24,55.61,Low,82.91,98.35,73.18,76.11,84.2,90.6,84.23,B,25.8,High,No,Yes,Bachelor's,Medium,8,5
S4978,Ali,Jones,Mathematics,Female,18,69.05,Low,84.14,89.14,87.6,88.69,5.9,83.73,73.2,B,8.8,Low,No,Yes,Bachelor's,High,2,6.5
S4979,Maria,Smith,Engineering,Male,21,88.73,High,99.81,50.28,69.91,89.52,54.2,62.93,71.11,D,25.1,High,Yes,No,High School,High,7,4.8
S4980,Emma,Brown,Engineering,Male,24,70.87,Medium,86.13,83.21,57.54,86.73,65.1,98.52,79.54,B,20.1,Medium,Yes,No,PhD,Low,9,6.9
S4981,Ali,Smith,Engineering,Male,20,98.62,High,62.95,69.13,73.07,76.47,59.2,77.43,69.71,C,9.4,Low,Yes,No,PhD,High,10,6.3
S4982,Emma,Brown,Engineering,Male,18,86.79,High,73.43,51.22,97.55,82.55,87.8,95.38,81.32,C,23.8,High,Yes,No,PhD,Medium,4,6
S4983,Emma,Jones,Business,Male,19,50.77,Low,61.99,81.92,90.08,85,86.6,60.79,77.73,C,16.4,Medium,No,No,Bachelor's,High,8,7.2
S4984,Maria,Davis,Mathematics,Male,22,94,High,51.76,72.84,60.29,74.73,5.7,99.17,60.75,C,21,High,Yes,No,PhD,Medium,7,6.1
S4985,Maria,Brown,CS,Female,18,55.04,Low,54.91,41.82,69.57,79.78,36.1,90.8,62.16,D,26.7,High,Yes,Yes,High School,Low,10,6
S4986,Maria,Davis,Business,Female,18,57.03,Low,53.32,78.8,96.39,92.32,67.1,97.46,80.9,B,11.5,Medium,No,No,None,High,3,7.3
S4987,Ali,Brown,Engineering,Female,19,86.72,High,72.93,78.1,56.18,65.64,95.2,60.62,71.45,D,14.1,Medium,No,Yes,None,Medium,1,4.3
S4988,Omar,Williams,Engineering,Male,21,93.25,High,94.37,48.65,62.7,76.16,80.5,71.53,72.32,D,29.9,High,No,Yes,High School,Medium,8,6.2
S4989,Maria,Jones,Business,Female,23,76.82,Medium,94.76,60.94,63.11,50.42,17.7,54.88,56.97,D,17.7,Medium,Yes,No,None,Low,9,5
S4990,Liam,Johnson,CS,Female,19,64.45,Low,43.29,75.15,78.55,84.37,27.9,56.85,61.02,D,19,Medium,No,No,None,High,5,4.2
S4991,Ali,Davis,Mathematics,Male,23,67.57,Low,44.79,48.33,70.54,59.77,76.4,64.2,60.67,F,12.1,Medium,Yes,Yes,Master's,Low,4,4.2
S4992,Maria,Johnson,Mathematics,Female,18,67.14,Low,54.71,91.16,53.99,74.05,47.1,97.58,69.77,C,15.4,Medium,No,No,Bachelor's,Medium,2,4.8
S4993,Ahmed,Jones,CS,Male,21,66.33,Low,55.3,41.65,81.46,60.51,54.7,83.36,62.83,D,17.5,Medium,No,Yes,Master's,Low,1,6.2
S4994,Emma,Johnson,Mathematics,Female,20,62.15,Low,45.69,46.17,54.95,51.18,60.9,65.73,54.1,F,11.5,Medium,No,Yes,Master's,Medium,4,6.8
S4995,Liam,Jones,Engineering,Male,18,80.44,Medium,63.31,46.97,80.32,74.16,10.3,97.73,62.13,C,11,Medium,Yes,Yes,High School,High,8,8
S4996,Maria,Johnson,Engineering,Male,19,95.02,High,75.26,71.69,75.35,71.24,85.6,86.99,77.69,C,20,Medium,No,Yes,None,Medium,9,7
S4997,Sara,Davis,Engineering,Male,20,65.35,Low,74.69,77.21,74.68,71.26,86.3,95.35,79.92,B,9.6,Low,No,No,High School,High,1,6.6
S4998,Emma,Williams,Engineering,Female,22,59.33,Low,72.61,64.22,53.37,60.44,46.8,96.36,65.63,C,18.8,Medium,Yes,Yes,PhD,Medium,4,4.2
S4999,Emma,Johnson,CS,Female,20,91.93,High,60.32,57.32,81.96,97.36,62.7,87.54,74.53,C,22.7,High,Yes,Yes,Master's,Low,5,5.5
S5000,Maria,Davis,Mathematics,Male,19,87.09,High,82.39,88.56,71.57,50.18,66,62.16,70.14,C,10,Medium,No,Yes,None,Low,2,7.5
S5001,Omar,Brown,Mathematics,Male,24,96.54,High,89.59,44.1,70.56,94.58,19,99.83,69.61,C,23.6,High,Yes,Yes,Bachelor's,Medium,2,5.4
S5002,John,Jones,Business,Female,20,58.28,Low,60.78,56.82,79.82,86.85,11.3,66.25,60.3,D,14,Medium,Yes,No,Master's,Medium,3,7
S5003,Omar,Smith,CS,Female,19,57.21,Low,45.13,42.35,80.31,58.6,2.1,83.59,52.01,D,29.8,High,Yes,Yes,None,Low,1,7
S5004,Maria,Smith,Mathematics,Male,24,77.07,Medium,57.78,40.83,50.75,73.61,91.3,92.24,67.75,D,29.5,High,Yes,Yes,PhD,Low,8,5.5
S5005,Emma,Jones,Mathematics,Female,18,80.72,Medium,48.24,61.2,56.26,99.44,34.6,58.76,59.75,D,25,High,No,Yes,High School,Medium,1,6.9
S5006,Liam,Williams,Business,Female,24,74.01,Medium,68.04,51.69,61.83,82.18,8.6,80.45,58.8,D,13.6,Medium,Yes,Yes,None,Medium,4,4.6
S5007,Sara,Johnson,Engineering,Female,21,79.95,Medium,49.36,56.1,83.9,56.37,46.6,68.76,60.18,D,28.4,High,Yes,Yes,None,Low,7,7.6
S5008,Liam,Williams,Mathematics,Male,22,59.02,Low,67.77,89.26,78.84,72.88,7.6,62.21,63.09,C,30,High,No,Yes,Master's,High,3,4.1
S5009,Liam,Smith,Engineering,Male,24,73.98,Medium,53.26,49.78,87.88,73.41,8.5,50.59,53.9,F,16.6,Medium,No,No,None,High,9,4.2
S5010,Emma,Davis,Business,Female,21,82.9,Medium,84.32,86.81,87.03,90.11,48.9,93.6,81.8,B,20.4,Medium,No,No,PhD,High,3,8.4
S5011,Omar,Jones,Mathematics,Male,21,71.64,Medium,41.65,80.5,92.66,95.81,50.9,56.79,69.72,D,5.1,Low,Yes,No,Bachelor's,High,5,6.9
S5012,Sara,Jones,Engineering,Female,21,83.97,Medium,73.28,59.59,68.84,54.11,58,93.91,67.96,C,6.1,Low,No,Yes,PhD,Low,2,4.8
S5013,Ali,Williams,CS,Female,24,72.56,Medium,50.17,72.79,67.25,65.7,65.6,80.03,66.92,D,17.5,Medium,Yes,No,None,Medium,5,7
S5014,Ahmed,Davis,Engineering,Male,19,66.68,Low,40.06,66.67,91.55,64.92,66.8,81.05,68.51,C,20.2,Medium,No,No,Bachelor's,High,2,5.8
S5015,Emma,Williams,Engineering,Male,19,65.18,Low,92.15,47.7,61.88,99.8,43.3,91.43,72.71,C,12.8,Medium,Yes,No,PhD,Low,8,5.3
S5016,Maria,Johnson,Engineering,Male,22,70.55,Medium,80.29,94.43,73.06,77.96,64.4,75.47,77.6,B,7.5,Low,Yes,No,Bachelor's,High,9,8.1
S5017,Ali,Brown,Engineering,Female,19,51.15,Low,45.94,74.18,59.72,93.99,30.5,67.86,62.03,D,24.6,High,Yes,No,Master's,Medium,5,6.4
S5018,Ahmed,Davis,CS,Female,23,83.43,Medium,79.84,92.81,95.69,71.3,44.1,56.94,73.45,C,15.5,Medium,No,No,None,Low,6,5.5
S5019,Maria,Brown,Business,Male,19,92.26,High,76.7,89.43,70.39,86.14,39.3,78.52,73.41,C,21.2,High,No,Yes,Bachelor's,Medium,4,8.7
S5020,Liam,Johnson,Engineering,Male,19,67.73,Low,68.4,44.79,60.62,64.33,32.9,77.66,58.12,D,21.3,High,No,Yes,High School,Medium,10,4.8
S5021,John,Brown,Engineering,Male,19,52.3,Low,65.16,52.44,84.6,95.59,23.9,64.69,64.4,D,18.7,Medium,Yes,No,Master's,Low,7,4.7
S5022,Maria,Smith,Mathematics,Female,18,99.34,High,93.22,48.72,62.23,72.76,7.8,80,60.79,D,9.5,Low,No,Yes,None,Medium,10,4.5
S5023,Sara,Brown,Mathematics,Female,22,63.18,Low,54.71,89.85,97.18,90.19,50.6,71.97,75.75,C,20.4,Medium,Yes,No,Master's,Medium,5,4.6
S5024,Sara,Johnson,CS,Female,23,56.33,Low,63.9,91.75,68.38,62.79,53.7,90.28,71.8,C,13.1,Medium,Yes,No,High School,High,5,5.3
S5025,John,Brown,CS,Male,19,68.49,Low,59.75,71.68,83.23,84.68,33.6,77.97,68.49,C,25.5,High,Yes,Yes,None,Medium,1,7.5
S5026,Ali,Jones,CS,Male,22,86.93,High,86.27,46.25,67.26,70.26,97.6,96.68,77.39,C,9.8,Low,No,No,Master's,Medium,2,7.4
S5027,Ahmed,Williams,Mathematics,Female,20,64.7,Low,94.99,48.14,90.36,51.57,55.7,75.9,69.44,C,12.3,Medium,Yes,No,Master's,Medium,2,7.8
S5028,Maria,Smith,Engineering,Male,18,78.74,Medium,90.99,88.81,94.85,70.65,88.9,94.37,88.1,B,16,Medium,No,Yes,Bachelor's,High,4,6.9
S5029,Sara,Jones,Mathematics,Male,24,70.78,Medium,87.86,95.75,89.4,77.5,57,76.03,80.59,B,23.5,High,Yes,Yes,Bachelor's,Medium,5,6.5
S5030,Ali,Jones,Business,Male,19,55.89,Low,99.21,51.97,92.42,57.59,19,77.9,66.35,C,23,High,Yes,Yes,Master's,Medium,10,6.2
S5031,John,Johnson,CS,Male,23,66.51,Low,81.83,40.67,55.09,59.2,97.5,68.34,67.11,D,13.4,Medium,No,Yes,Bachelor's,High,4,8.4
S5032,Omar,Williams,CS,Female,18,86.24,High,85.06,59.86,96.2,73.24,88.5,70.01,78.81,C,17.8,Medium,Yes,No,None,High,3,5.7
S5033,Emma,Williams,CS,Male,23,80.6,Medium,98.97,41.83,81.22,67.14,47.1,96.66,72.15,C,10.9,Medium,Yes,No,Bachelor's,Low,4,8.5
S5034,Omar,Davis,Business,Female,24,55.99,Low,40.42,89.68,93.46,72.04,24.3,61.16,63.51,D,24.3,High,Yes,Yes,None,Low,5,5.4
S5035,Omar,Smith,Engineering,Female,24,58.17,Low,78.04,69.49,84.22,73.04,22.3,56.07,63.86,D,9.9,Low,Yes,Yes,None,Medium,3,4.8
S5036,Sara,Johnson,Engineering,Male,18,82.04,Medium,84.34,78.51,60.09,57,80.6,91.51,75.34,C,25.5,High,No,No,None,High,6,5.3
S5037,Liam,Smith,Engineering,Female,20,90.67,High,95.07,64.69,80.48,59.06,6.9,78.85,64.18,C,28.4,High,No,No,None,Low,4,6.5
S5038,Liam,Davis,CS,Female,22,67.47,Low,93.03,60.73,54.55,92.41,63.8,64.23,71.46,D,29.8,High,Yes,No,Master's,Low,2,8.6
S5039,John,Brown,Engineering,Male,18,79.77,Medium,90.52,53.33,84.79,58.14,64,71.62,70.4,C,26.4,High,No,No,PhD,High,3,4.9
S5040,Maria,Jones,Mathematics,Female,21,58.53,Low,96.75,86.23,70.45,83.3,18.2,76.25,71.86,C,10.5,Medium,No,Yes,PhD,Medium,1,6.9
S5041,Liam,Smith,CS,Female,24,65.57,Low,72.24,81.73,57.59,70.93,70.5,79.61,72.1,C,15.4,Medium,No,No,None,Medium,10,5.1
S5042,Omar,Jones,Business,Female,20,51.01,Low,40.42,61.64,98.96,98.41,70.5,91.05,76.83,C,7.2,Low,Yes,Yes,PhD,High,7,7.4
S5043,Liam,Johnson,Business,Female,24,88.41,High,40.66,59.27,95.05,53.31,35,69.72,58.84,D,9.1,Low,No,No,None,Medium,5,6.3
S5044,Omar,Brown,Engineering,Female,21,70.05,Medium,72.68,40.07,94.68,91.52,48.3,83.83,71.85,C,6.2,Low,No,Yes,PhD,High,7,7.7
S5045,Ahmed,Johnson,CS,Female,20,90.81,High,66.12,43.81,89.44,74.57,83.3,91.74,74.83,C,21,High,No,No,High School,Medium,5,8.3
S5046,Sara,Brown,Mathematics,Female,24,85.42,High,67.07,77.4,84.6,50.27,52.3,92.19,70.64,C,18.3,Medium,Yes,Yes,Bachelor's,Low,1,5.7
S5047,Sara,Brown,Mathematics,Female,21,91.44,High,64.02,70.88,82.75,63.18,61.8,62.71,67.56,D,27.9,High,Yes,Yes,PhD,High,3,8.7
S5048,Maria,Jones,CS,Male,21,64.28,Low,95.06,66.09,55.3,70.38,41.3,67.51,65.94,D,16.6,Medium,No,Yes,None,Medium,9,6.3
S5049,Liam,Johnson,Engineering,Male,24,59.26,Low,61.55,89.65,95.03,65.71,15,79.75,67.78,C,21.1,High,No,Yes,Bachelor's,Medium,7,8.7
S5050,Liam,Johnson,Business,Male,24,98.6,High,91.37,70.23,94.06,68.12,99.8,94.29,86.31,B,15,Medium,Yes,Yes,Bachelor's,High,7,5.2
S5051,Emma,Smith,Business,Female,23,85.87,High,94.17,63.07,87.39,95.83,53.2,89.52,80.53,B,25.7,High,Yes,No,Master's,Medium,5,8.5
S5052,Ali,Johnson,Mathematics,Female,18,91.7,High,69.97,49.68,96.37,68.05,33.6,79.2,66.15,D,28.2,High,No,No,Master's,Low,3,5.7
S5053,Ahmed,Smith,Mathematics,Female,18,50.66,Low,66.82,89.24,77.65,70.94,71.4,99.19,79.21,B,15.8,Medium,Yes,No,PhD,Medium,10,7.8
S5054,Sara,Williams,Mathematics,Male,20,67.72,Low,85.66,74.57,72.38,88.06,62.1,71.95,75.79,C,7.1,Low,No,No,Master's,Low,4,8.8
S5055,Ahmed,Williams,Business,Male,22,87.14,High,82.48,45.55,98.4,89.69,23.3,92.12,71.92,C,9.1,Low,Yes,No,None,Medium,4,8.6
S5056,Sara,Williams,Mathematics,Male,24,53.9,Low,59.71,78.93,73.21,54.2,87.7,90.92,74.11,C,23,High,Yes,No,Master's,Low,6,6.3
S5057,Ahmed,Davis,Business,Female,23,78.37,Medium,46.15,65.5,82.07,85.2,7.1,95.4,63.57,C,13.1,Medium,No,No,High School,Low,6,5.7
S5058,John,Johnson,Business,Male,18,71.45,Medium,55.89,88.68,68.65,74.13,60.6,99.38,74.56,B,24.6,High,Yes,Yes,PhD,Medium,7,7.1
S5059,Omar,Davis,Engineering,Male,18,50.88,Low,47.86,95.13,81.82,56.69,47.8,74.78,67.35,C,23.7,High,Yes,Yes,Bachelor's,Medium,8,7.5
S5060,Sara,Johnson,Engineering,Female,23,61.8,Low,57.68,76.03,86,63.24,31.8,59.78,62.42,D,22.4,High,Yes,No,Bachelor's,High,9,6.7
S5061,Ahmed,Smith,Engineering,Male,19,64.24,Low,55.71,83.9,81.23,52.25,82.6,73.04,71.46,C,25.4,High,Yes,Yes,High School,Low,8,8.2
S5062,Liam,Davis,Mathematics,Female,23,55.59,Low,78.26,43.4,75.73,68.01,65.6,92.69,70.62,C,23.9,High,Yes,Yes,None,High,9,4.3
S5063,Ali,Davis,Business,Male,18,81.58,Medium,97.27,73.62,65.01,62.77,75.9,91.81,77.73,B,20.8,Medium,Yes,Yes,Bachelor's,Medium,9,7
S5064,John,Davis,Mathematics,Female,22,62.12,Low,81.14,85.32,82.19,69.11,41.5,66.8,71.01,C,5.1,Low,Yes,Yes,High School,High,3,6.6
S5065,John,Brown,Business,Female,19,63.88,Low,95.6,69.81,95.42,79.02,94.2,52.37,81.07,C,17.9,Medium,Yes,No,Master's,Low,7,4.2
S5066,Ali,Smith,Engineering,Female,21,94.91,High,87.05,75.61,50.35,86.62,34.5,75.49,68.27,C,19.9,Medium,No,No,PhD,Low,3,4.1
S5067,Ahmed,Williams,Engineering,Female,23,73.36,Medium,83.67,93.94,56.7,80.27,53.1,73.71,73.57,C,29,High,Yes,No,High School,High,5,7
S5068,Liam,Smith,Mathematics,Female,21,69.61,Low,64.84,51.89,55.99,83.92,93.4,54.29,67.39,D,21.3,High,Yes,No,High School,Low,10,4.6
S5069,Maria,Brown,Business,Male,19,86.19,High,59.49,45.89,96.16,93.28,8.3,89.74,65.48,C,19.4,Medium,No,Yes,Master's,High,9,7.8
S5070,Ali,Johnson,Mathematics,Female,19,95.48,High,90.78,81.44,83.14,93.69,10.9,64.18,70.69,C,18.5,Medium,No,No,None,Low,8,8.7
S5071,Ahmed,Smith,CS,Female,19,51.25,Low,94.32,89.37,97.59,93.04,99.4,82.29,92.67,A,7.6,Low,No,Yes,Master's,High,3,4.9
S5072,Ali,Davis,Mathematics,Female,20,72.41,Medium,67.11,91.03,79.14,57.66,97.1,55.07,74.52,C,15.7,Medium,Yes,No,Master's,Medium,6,8
S5073,Ali,Williams,Engineering,Female,23,80.54,Medium,40.54,78.5,73.09,62.55,77.2,93.04,70.82,C,8.4,Low,Yes,Yes,Bachelor's,Low,5,7
S5074,Sara,Williams,Business,Male,24,65.93,Low,87.55,89.99,89.62,75.12,48.4,86.96,79.61,B,6.3,Low,Yes,Yes,High School,Low,10,6.2
S5075,Ahmed,Johnson,Business,Female,22,88.62,High,57.1,82.04,58.05,67.94,50.6,69.42,64.19,D,13.2,Medium,No,Yes,High School,Low,4,7.3
S5076,Maria,Smith,Mathematics,Male,22,98.57,High,40.59,45.24,69.07,56.58,25.7,81.47,53.11,F,21.1,High,Yes,Yes,Master's,High,6,8
S5077,Omar,Brown,Engineering,Female,21,97.17,High,88.3,85.72,73.31,64.39,43.3,59.37,69.07,C,26.7,High,No,No,Master's,Low,8,8.9
S5078,Sara,Johnson,CS,Female,21,63.3,Low,71.04,50.76,64.92,98.77,43.1,99.27,71.31,C,25.3,High,Yes,No,High School,Medium,8,7.3
S5079,Ali,Smith,Mathematics,Male,24,61.32,Low,81.11,54.2,68.56,67.35,3.6,89.81,60.77,D,12.4,Medium,Yes,Yes,High School,Medium,3,7.7
S5080,Omar,Jones,Business,Male,21,97.87,High,94.88,63.68,53.91,70.95,45.3,89.45,69.7,C,6.1,Low,No,No,High School,Low,6,7
S5081,Emma,Williams,Engineering,Male,23,72.93,Medium,72.47,58.87,59.9,50.32,48,57.67,57.87,F,15.1,Medium,Yes,No,None,Medium,1,6.8
S5082,Omar,Brown,Business,Female,18,60.41,Low,70.19,59.3,66.77,85.97,66.6,50.89,66.62,D,12.9,Medium,No,No,Master's,Low,1,4.3
S5083,Ali,Davis,Business,Male,21,85.35,High,57.44,50.16,89.79,70.68,51.6,79.27,66.49,D,14.3,Medium,No,Yes,Master's,High,1,4.8
S5084,Ali,Brown,Business,Female,19,64.22,Low,58.31,57.63,59.12,55.16,86.2,57.21,62.27,F,19,Medium,Yes,Yes,Bachelor's,High,9,5.9
S5085,Liam,Davis,Business,Male,21,63.36,Low,87.79,41.18,67.33,98.43,36.8,89.02,70.09,C,5.8,Low,No,Yes,Bachelor's,High,10,7.2
S5086,Ahmed,Brown,CS,Male,19,93.96,High,66.94,68.37,53.25,88.87,41,70.8,64.87,D,14.3,Medium,No,Yes,PhD,Low,9,4.4
S5087,Ahmed,Williams,Engineering,Female,20,58.12,Low,49.81,86.12,77.86,86.31,57.1,66.93,70.69,C,19,Medium,Yes,Yes,High School,High,10,6.7
S5088,Sara,Davis,Mathematics,Male,18,53.22,Low,45.67,91.73,80.56,97.89,20.3,53.68,64.97,D,15.8,Medium,No,Yes,High School,Medium,5,4.1
S5089,Maria,Smith,Engineering,Male,18,63.46,Low,68.38,89.23,93.28,70.37,39.3,99.8,76.73,B,21.7,High,No,Yes,PhD,Low,7,7.8
S5090,Sara,Davis,Engineering,Female,24,80.35,Medium,67.9,64.99,90.96,85.93,68.6,97.8,79.36,B,9.7,Low,Yes,Yes,Master's,Medium,4,7.3
S5091,John,Johnson,Engineering,Female,23,56.15,Low,79.21,83.83,64.27,60.31,41.2,56.58,64.23,D,8.8,Low,Yes,Yes,High School,High,2,6.6
S5092,Ali,Smith,Mathematics,Female,23,73.58,Medium,68.26,57.27,56.85,84.86,90.7,66.64,70.76,D,12.7,Medium,No,No,Bachelor's,Low,6,6.9
S5093,Omar,Johnson,Engineering,Male,22,81.37,Medium,48.61,43.33,57.8,50.7,61.5,69.54,55.25,F,7.5,Low,Yes,Yes,None,Medium,2,8.7
S5094,Emma,Brown,Mathematics,Male,20,92.44,High,70.47,80.56,98.45,56.32,15.4,64.84,64.34,C,10.9,Medium,No,No,Master's,Medium,7,8.5
S5095,Ali,Smith,Mathematics,Male,24,61.49,Low,94.41,78.93,83.66,71.26,48.7,96.72,78.95,B,7.2,Low,Yes,Yes,None,High,4,8
S5096,Ali,Brown,CS,Male,23,90.87,High,49.57,88.1,52.13,50.6,76.5,86.07,67.16,C,15,Medium,No,Yes,None,High,4,5.7
S5097,Sara,Jones,Business,Male,19,61.75,Low,81.39,76.97,56.84,73.1,64.3,97.8,75.07,C,22.8,High,Yes,No,PhD,Medium,2,4.5
S5098,Emma,Brown,Mathematics,Female,20,83.84,Medium,75.63,49.41,74.29,76.14,88.5,93.73,76.28,C,12.2,Medium,Yes,Yes,None,High,9,5.6
S5099,Emma,Brown,Business,Male,18,71.53,Medium,84.92,91.19,60.39,81.08,75,87.73,80.05,B,5.1,Low,No,Yes,High School,Low,3,7.8
S5100,Emma,Johnson,Engineering,Female,19,55.73,Low,49.04,77.64,90.18,55.02,6.2,84.85,60.49,C,18.9,Medium,No,Yes,PhD,Low,6,7.1
S5101,Sara,Davis,Business,Male,24,85.71,High,96.5,88.46,78.66,59.05,11.3,93.31,71.21,B,22.3,High,No,Yes,Bachelor's,Medium,10,7.5
S5102,Ali,Jones,Business,Female,24,60.89,Low,77.26,86.45,80.63,80.66,65,84.21,79.04,B,14.8,Medium,No,Yes,None,Low,9,4.5
S5103,Sara,Brown,Business,Male,20,58.83,Low,90.82,57.87,73.14,82.91,23.8,59.44,64.66,D,12.4,Medium,No,No,High School,Medium,8,4.8
S5104,Ahmed,Brown,Engineering,Male,18,67.92,Low,54.8,44.47,62.8,51.3,58.8,82.41,59.1,D,17.3,Medium,Yes,No,High School,Medium,9,7.3
S5105,Ahmed,Jones,Engineering,Female,23,82.66,Medium,84.36,50.59,79.47,77.02,79.2,75.75,74.4,C,7.5,Low,No,No,Bachelor's,Medium,7,5.9
S5106,Sara,Jones,Mathematics,Male,19,61.7,Low,86.86,45.57,85.85,89.25,57.7,99.09,77.39,C,21.1,High,No,No,PhD,Medium,9,5.8
S5107,Emma,Smith,Mathematics,Female,19,59.18,Low,63.85,54.6,68.55,53.46,41.5,75.5,59.58,D,23.3,High,Yes,No,PhD,High,10,6
S5108,Liam,Johnson,CS,Male,18,50.5,Low,63.04,67.57,75.25,70.66,64.6,51.92,65.51,D,22.6,High,Yes,No,PhD,Low,9,8
S5109,Ali,Jones,Engineering,Male,19,73.58,Medium,79.47,94.41,91.98,66.33,14.4,63.21,68.3,C,13.2,Medium,No,No,Bachelor's,Low,5,7.5
S5110,Sara,Jones,CS,Female,23,71.43,Medium,45.6,92.32,57.43,95.68,72.3,95.87,76.53,B,26.1,High,No,No,Bachelor's,High,7,4.5
S5111,Sara,Williams,Engineering,Male,23,61.69,Low,84.14,83.12,77.26,59.29,69.7,98.12,78.61,B,28.7,High,No,No,Bachelor's,High,5,5.7
S5112,Sara,Davis,Business,Female,23,52.68,Low,42.57,41.45,67.42,65.92,51.4,86.42,59.2,D,12.4,Medium,No,Yes,PhD,High,1,7.4
S5113,Liam,Jones,CS,Male,18,71.46,Medium,51.44,60.48,85.14,94.92,27.9,52.84,62.12,D,11.6,Medium,No,Yes,None,High,7,8.9
S5114,Liam,Johnson,CS,Male,21,89.41,High,79.85,80.94,50.94,66.53,79.8,51.18,68.21,D,22.6,High,No,No,Bachelor's,Medium,9,8.6
